YearsCode,YearsCodeProfessional,Background,SalaryUSD,Education,Age,Country,Blockchain,HTML_CSS,LISP,Java,JavaScript,OCaml,Cplusplus,Scala,PHP,Python,C,Fortran,SQL,R,C_sharp,MATLAB,Julia,Clojure,Ruby,Rust,Haskell
30,28,I am a developer by profession,185000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Brazil,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
20,5,I am a developer by profession,122000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
20,15,"I am not primarily a developer, but I write code sometimes as part of my work",63986.0,Some college/university study without earning a degree,45-54 years old,Germany,Unsure,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
30,30,I am a developer by profession,89581.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Germany,Very unfavorable,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no
42,34,I am a developer by profession,168000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,United States of America,Unfavorable,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
15,10,I am a developer by profession,60935.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
10,3,I am a developer by profession,165000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
4,2,I am a developer by profession,,"Professional degree (JD, MD, etc.)",25-34 years old,India,Unsure,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
42,42,"I am not primarily a developer, but I write code sometimes as part of my work",265000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,United States of America,Favorable,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no
8,5,I am a developer by profession,52769.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
7,1,I am a developer by profession,40525.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,France,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
22,13,I am a developer by profession,60787.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Germany,Unfavorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
25,17,I am a developer by profession,38392.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Italy,Very unfavorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
13,11,I am a developer by profession,69318.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Very unfavorable,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
9,9,I am a developer by profession,31993.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Finland,Unsure,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
22,22,I am a developer by profession,160000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,United States of America,Indifferent,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
9,3,I am a developer by profession,115000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
20,15,I am a developer by profession,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
25,18,I am a developer by profession,250000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
10,7,I am a developer by profession,264000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
6,2,I am a developer by profession,78000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
12,8,I am a developer by profession,28186.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Turkey,Favorable,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
3,3,I am a developer by profession,59679.0,Some college/university study without earning a degree,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
27,20,I am a developer by profession,96500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,New Zealand,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
26,23,I am a developer by profession,900000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
17,10,I am a developer by profession,155000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
10,5,"I am not primarily a developer, but I write code sometimes as part of my work",51000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Favorable,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no
7,6,I am a developer by profession,300000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,6,I am a developer by profession,24305.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Brazil,Unfavorable,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no
7,7,I am a developer by profession,23215.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unsure,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
10,6,I am a developer by profession,185000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
2,3,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Favorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Guatemala,Indifferent,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
15,2,I am a developer by profession,61186.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Norway,Very unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
30,22,I am a developer by profession,207305.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
8,3,"I am not primarily a developer, but I write code sometimes as part of my work",27000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,United States of America,Unfavorable,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no
9,7,I am a developer by profession,63694.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Australia,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
6,3,I am a developer by profession,95000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
25,20,I am a developer by profession,115000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
9,4,I am a developer by profession,66589.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
17,10,I am a developer by profession,314098.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
30,20,I am a developer by profession,106793.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
14,4,I am a developer by profession,,"Associate degree (A.A., A.S., etc.)",25-34 years old,United States of America,Very favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
34,20,"I am not primarily a developer, but I write code sometimes as part of my work",72618.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,Canada,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
15,10,I am a developer by profession,134445.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Switzerland,Very unfavorable,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no
14,9,I am a developer by profession,320000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
3,2,I am a developer by profession,150000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
33,23,I am a developer by profession,99167.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Canada,Favorable,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
4,0,I am a developer by profession,80000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Indifferent,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
24,20,I am a developer by profession,97605.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Canada,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,39210.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Japan,Unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
15,4,I am a developer by profession,112583.0,"Professional degree (JD, MD, etc.)",35-44 years old,New Zealand,Very favorable,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no
13,11,I am a developer by profession,175000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
18,10,I am a developer by profession,51189.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Luxembourg,Indifferent,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
17,15,I am a developer by profession,125639.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
25,10,I am a developer by profession,135000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4,2,I am a developer by profession,62820.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Very unfavorable,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
25,11,I am a developer by profession,83633.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,New Zealand,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no
15,11,I am a developer by profession,96742.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
5,1,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Very favorable,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
10,9,I am a developer by profession,130309.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Switzerland,Indifferent,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
22,18,"I am not primarily a developer, but I write code sometimes as part of my work",106150.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,New Zealand,Very unfavorable,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
6,5,"I am not primarily a developer, but I write code sometimes as part of my work",71750.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
18,14,I am a developer by profession,97605.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Canada,Very favorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
4,6,"I am not primarily a developer, but I write code sometimes as part of my work",75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
5,3,I am a developer by profession,200000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3,1,I am a developer by profession,44940.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Australia,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
12,9,I am a developer by profession,150000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Very unfavorable,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
35,24,I am a developer by profession,162000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
5,0,I am a developer by profession,84500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
10,5,I am a developer by profession,42657.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
22,18,I am a developer by profession,37325.0,"Professional degree (JD, MD, etc.)",45-54 years old,Spain,Very favorable,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no
15,12,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,5,I am a developer by profession,23215.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,India,Very favorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6,6,I am a developer by profession,40525.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Italy,Very unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6,2,I am a developer by profession,13671.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Favorable,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
8,1,I am a developer by profession,106233.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
6,2,I am a developer by profession,95000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
20,14,I am a developer by profession,35192.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,France,Favorable,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
27,24,I am a developer by profession,170630.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,France,Indifferent,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
24,21,I am a developer by profession,85315.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Hungary,Favorable,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
36,22,I am a developer by profession,85315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Germany,Unfavorable,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes
2,1,I am a developer by profession,178000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
30,7,I am a developer by profession,176000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,United States of America,Very unfavorable,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
3,2,I am a developer by profession,60000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
32,17,I am a developer by profession,79983.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,France,Favorable,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
19,7,I am a developer by profession,119000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
10,7,I am a developer by profession,45857.0,Some college/university study without earning a degree,25-34 years old,Italy,Very favorable,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
4,4,I am a developer by profession,12252.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Very unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
50,30,"I am not primarily a developer, but I write code sometimes as part of my work",,Some college/university study without earning a degree,65 years or older,Argentina,Unsure,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
3,2,I am a developer by profession,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
15,10,I am a developer by profession,251279.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
8,5,I am a developer by profession,63986.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Netherlands,Favorable,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
24,14,I am a developer by profession,90647.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Indifferent,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
26,22,I am a developer by profession,53322.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,France,Indifferent,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
7,4,I am a developer by profession,59720.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Germany,Very favorable,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
7,7,I am a developer by profession,53322.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Netherlands,Favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
30,20,I am a developer by profession,92002.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,Australia,Very favorable,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no
9,8,I am a developer by profession,28308.0,Some college/university study without earning a degree,35-44 years old,Australia,Very favorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
22,19,I am a developer by profession,78294.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Turkey,Very favorable,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
47,42,I am a developer by profession,64333.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,New Zealand,Unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
13,8,I am a developer by profession,370000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
8,4,I am a developer by profession,23602.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Very favorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
40,35,I am a developer by profession,120000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,United States of America,Very favorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
22,18,I am a developer by profession,100000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes
32,27,I am a developer by profession,93701.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Canada,Very unfavorable,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
17,11,I am a developer by profession,85315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Albania,Very unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
10,8,I am a developer by profession,83502.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Unsure,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no
7,2,I am a developer by profession,56001.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Norway,Favorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
20,13,I am a developer by profession,185000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Japan,Indifferent,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
28,22,I am a developer by profession,51135.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Hungary,Very favorable,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
17,13,I am a developer by profession,66119.0,"Professional degree (JD, MD, etc.)",35-44 years old,Germany,Indifferent,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
15,8,I am a developer by profession,87448.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Indifferent,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
10,4,I am a developer by profession,54683.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,New Zealand,Favorable,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
7,5,I am a developer by profession,87907.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Switzerland,Very unfavorable,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
43,30,I am a developer by profession,106793.0,Some college/university study without earning a degree,45-54 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no
20,6,I am a developer by profession,203019.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Canada,Unfavorable,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no
40,25,I am a developer by profession,51467.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,New Zealand,Unfavorable,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
15,9,I am a developer by profession,29397.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Jamaica,Indifferent,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
7,1,I am a developer by profession,53322.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Germany,Unfavorable,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
22,22,"I am not primarily a developer, but I write code sometimes as part of my work",250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Unfavorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
20,13,I am a developer by profession,74651.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Germany,Unfavorable,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
19,14,I am a developer by profession,76783.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Greece,Indifferent,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no
9,7,I am a developer by profession,220000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
